tau,clarabel,ecos,gurobi,mosek,qoco
0.006400386583989127,0.495,0.295,0.134,0.13,0.637
0.006479052685703589,0.499,0.297,0.136,0.131,0.639
0.0065586856595714355,0.503,0.303,0.138,0.133,0.64
0.006639297389259716,0.508,0.307,0.139,0.134,0.647
0.0067208999044956795,0.509,0.312,0.14,0.134,0.65
0.006803505382861996,0.512,0.317,0.141,0.135,0.651
0.006887126151613989,0.514,0.319,0.143,0.137,0.653
0.006971774689519261,0.517,0.322,0.153,0.138,0.653
0.007057463628719901,0.521,0.326,0.157,0.142,0.655
0.0071442057566175835,0.524,0.333,0.159,0.146,0.66
0.0072320140177818334,0.529,0.34,0.161,0.149,0.662
0.007320901515881778,0.532,0.342,0.162,0.152,0.664
0.00741088151564157,0.534,0.345,0.166,0.153,0.664
0.007501967444819919,0.545,0.349,0.171,0.154,0.669
0.007594172896213914,0.545,0.349,0.173,0.159,0.672
0.007687511629687485,0.546,0.353,0.177,0.162,0.672
0.007781997574224781,0.552,0.357,0.177,0.163,0.672
0.00787764483000884,0.555,0.359,0.179,0.171,0.672
0.007974467670525709,0.561,0.361,0.179,0.171,0.675
0.008072480544694519,0.563,0.361,0.182,0.171,0.68
0.008171698079023697,0.565,0.363,0.182,0.173,0.683
0.008272135079793687,0.569,0.365,0.184,0.176,0.683
0.008373806535266499,0.572,0.366,0.185,0.183,0.684
0.008476727617922397,0.577,0.369,0.186,0.183,0.684
0.008580913686724144,0.577,0.373,0.192,0.186,0.685
0.00868638028940897,0.586,0.376,0.196,0.189,0.69
0.008793143164808795,0.587,0.378,0.198,0.19,0.695
0.008901218245198947,0.594,0.384,0.199,0.197,0.701
0.009010621658675734,0.596,0.385,0.199,0.199,0.705
0.009121369731563243,0.598,0.391,0.202,0.2,0.708
0.009233478990849758,0.599,0.393,0.208,0.202,0.709
0.00934696616665404,0.602,0.398,0.215,0.206,0.712
0.009461848194722003,0.608,0.399,0.219,0.206,0.714
0.009578142218954033,0.611,0.404,0.221,0.209,0.716
0.009695865593963392,0.614,0.406,0.221,0.21,0.72
0.009815035887666032,0.616,0.406,0.225,0.213,0.722
0.009935670883902306,0.618,0.409,0.229,0.213,0.724
0.010057788585090809,0.619,0.41,0.233,0.214,0.729
0.010181407214914912,0.62,0.416,0.235,0.219,0.73
0.010306545221042296,0.625,0.422,0.236,0.219,0.731
0.010433221277877896,0.632,0.423,0.236,0.221,0.733
0.010561454289350696,0.633,0.43,0.237,0.223,0.735
0.01069126339173476,0.634,0.436,0.237,0.226,0.738
0.010822667956504991,0.636,0.438,0.237,0.228,0.74
0.010955687593227879,0.638,0.442,0.237,0.23,0.744
0.011090342152487888,0.643,0.445,0.237,0.232,0.752
0.011226651728849766,0.643,0.449,0.238,0.235,0.756
0.011364636663857255,0.646,0.452,0.238,0.238,0.757
0.011504317549068662,0.647,0.455,0.239,0.238,0.76
0.011645715229129803,0.65,0.462,0.24,0.24,0.762
0.011788850804884572,0.652,0.463,0.244,0.243,0.763
0.011933745636523893,0.654,0.468,0.248,0.247,0.764
0.012080421346773288,0.655,0.471,0.25,0.248,0.766
0.012228899824119658,0.655,0.477,0.254,0.25,0.77
0.012379203226077698,0.656,0.479,0.254,0.252,0.771
0.012531353982496475,0.662,0.48,0.257,0.254,0.773
0.012685374798906692,0.664,0.482,0.262,0.262,0.778
0.012841288659908962,0.664,0.482,0.268,0.267,0.784
0.012999118832603868,0.665,0.482,0.27,0.268,0.794
0.013158888870064113,0.671,0.485,0.271,0.27,0.804
0.013320622614849354,0.675,0.487,0.273,0.271,0.812
0.013484344202564218,0.678,0.493,0.276,0.282,0.817
0.013650078065460139,0.682,0.499,0.277,0.283,0.821
0.013817848936081296,0.683,0.502,0.28,0.288,0.823
0.013987681850955535,0.684,0.504,0.287,0.291,0.828
0.014159602154330554,0.688,0.505,0.289,0.299,0.829
0.01433363550195604,0.688,0.505,0.289,0.302,0.83
